claim_id,claim,document_id
000001320002,The U.S. government is launching an investigation into the leaks.,0132
000001320003,Theresa May said she would tell Donald Trump that intelligence shared between their countries had to remain secure.,0132
000001330001,President Donald Trump pledged to donate all profits from overseas governments to the U.S. Treasury.,0133
000001330002,The Trump Organization stated in a pamphlet that it would only donate profits from guests who declare they represent foreign governments.,0133
000001330003,"Seven Democratic lawmakers on the House Judiciary Committee asked President Trump for a detailed account of any benefits or rewards, financial or otherwise, he received from foreign governments since he took office on January 20.",0133
000001340001,Greg Gianforte was cited for a misdemeanor assault.,0134
000001340002,Ben Jacobs accused Greg Gianforte of physical assault.,0134
000001340003,Sheriff Brian Gootkin stated that the nature of the injuries did not meet the statutory elements of felony assault.,0134
000001350001,Greg Gianforte was cited for a misdemeanor on Wednesday.,0135
000001350002,"Ben Jacobs, a reporter for the Guardian, accused Greg Gianforte of physical assault.",0135
000001360001,Senior Russian intelligence and political officials discussed how to influence Donald Trump through his advisers according to information gathered by American spies last summer.,0136
000001360002,"The conversations focused on Paul Manafort, then the Trump presidential campaign chairman, and Michael Flynn, a retired general who was then advising Trump.",0136
000001370001,The House Republicans' bill is projected to leave 24 million more people uninsured compared to Obamacare in 2026.,0137
000001370002,Insurance premiums are projected to fall for younger people in states that do not waive Obamacare requirements.,0137
000001380001,"Mitch McConnell said, ""We have a good relationship.""",0138
000001380002,Mitch McConnell said he and Donald Trump are aligned in putting an overhaul of Obamacare and a rewrite of the tax code at the top of their agenda.,0138
000001390001,The U.S. Treasury is reviewing licenses for Boeing Co and Airbus to sell aircraft to Iran.,0139
000001390002,Steven Mnuchin stated that sanctions were responsible for bringing Iran to the negotiating table ahead of the nuclear deal.,0139
000001400001,"Last summer, U.S. spies learned that Russian officials discussed influencing Donald Trump through his advisers Paul Manafort and Michael Flynn.",0140
000001400002,Russian intelligence and political officials appeared confident that Paul Manafort and Michael Flynn could be used to help shape Donald Trump’s opinions on Russia.,0140
000001410001,Trump has been following a prepared script during his international trip.,0141
000001410002,"Trump has moderated his language, acknowledging the complexity of the Israeli-Palestinian conflict.",0141
000001410003,"Trump's inner circle, including Jared Kushner and Ivanka Trump, played a crucial role in planning and executing the international trip.",0141
000001420001,The House-passed bill would result in 23 million people losing health insurance coverage by 2026.,0142
000001420002,Federal budget deficits would fall by $119 billion over 10 years under the House-passed bill.,0142
000001430001,"U.S. President Donald Trump's bid to slash funding for the United Nations would make it ""impossible"" for it to continue its essential work.",0143
000001430002,"The United States is the biggest U.N. contributor, paying 22 percent of the $5.4 billion core budget and 28.5 percent of the $7.9 billion peacekeeping budget.",0143
000001440001,Mitch McConnell expects bipartisan support for approval of a bill authorizing taxpayer and industry funding for the U.S. Food and Drug Administration.,0144
000001440002,The FDA has been charging companies to review their products since 1992.,0144
000001450001,Vermont Governor Phil Scott vetoed a bill to legalize recreational marijuana.,0145
000001450002,Vermont's House of Representatives approved the bill 79-66 and the state Senate approved it 20-9.,0145
000001450003,Vermont would have been the first state to legalize recreational marijuana through legislation.,0145
000001460001,Carter Page will testify on June 6 before a House committee investigating alleged efforts by Russia to influence the U.S. election.,0146
000001460002,"Carter Page wrote a letter to the leaders of the House Intelligence Committee's investigation stating that previous witnesses presented ""one biased viewpoint"".",0146
000001470001,Senior U.S. lawmakers want the House of Representatives to formally condemn Turkish security forces for their violent response during a protest.,0147
000001470002,The senior U.S. lawmakers are seeking a formal condemnation of the violence directed towards peaceful protesters by Turkish security forces.,0147
000001480001,The White House proposed selling off half of the U.S. emergency crude oil stockpile to help balance the budget.,0148
000001480002,The plan aims to raise nearly \$1.9 billion over ten years.,0148
000001480003,Lawmakers expressed concerns that releasing oil from the SPR could dampen crude prices and hurt drilling companies.,0148
000001490001,Pope Francis urged US President Donald Trump to be a peacemaker at their meeting.,0149
000001490002,Pope Francis gave Trump a small sculptured olive tree symbolizing peace.,0149
000001490003,"Pope Francis gave Trump a signed copy of his 2017 peace message titled ""Nonviolence - A Style of Politics for Peace"".",0149
000001500001,President Donald Trump hired Marc Kasowitz as his private attorney.,0150
000001500002,Kasowitz has represented Trump for more than 15 years.,0150
000001500003,Trump settled the claims against Trump University for $25 million.,0150
000001510001,Democrats on the U.S. House Financial Services Committee requested information from Deutsche Bank CEO John Cryan about internal reviews of Donald Trump's loans.,0151
000001510002,"A Russian ""mirror trading"" scheme allowed $10 billion to flow out of Russia.",0151
000001520001,U.S. House Speaker Paul Ryan stated that Republicans will be able to push through tax reform by the end of this year.,0152
000001520002,Paul Ryan stated that he could envision a scenario where tax reform passes the House of Representatives without including a border adjustment tax.,0152
000001530001,"On Wednesday, Paul Ryan called on health insurance companies to ""stick it out"" in the Obamacare marketplace despite concerns over its stability.",0153
000001530002,There is ongoing litigation over the fate of the Obamacare cost-sharing subsidies.,0153
000001540001,The Texas House of Representatives gave preliminary approval on Tuesday to a new bill on showing identification when voting.,0154
000001540002,The previous voter ID law was struck down by U.S. courts which said it discriminated against black and Hispanic people.,0154
000001550001,President Trump requested to cut defense spending by $54 billion.,0155
000001550002,There is a proposed $1.6 billion down payment to begin building a wall along the US-Mexico border.,0155
000001560001,Ariana Grande returned to the United States on Tuesday.,0156
000001560002,"23-year-old Ariana Grande arrived at an airport in Boca Raton, Florida.",0156
000001560003,"A suicide bomber killed 22 people at Ariana Grande's concert in Manchester, England.",0156
000001570001,Russia tried to recruit Americans during the presidential campaign.,0157
000001570002,Individuals can unintentionally help the Russian cause.,0157
000001570003,"Brennan saw information suggesting potential collusion between Trump and Russian actors, warranting FBI investigation.",0157
000001570004,Trump's campaign advisors had contacts with Russian officials and individuals connected to the Kremlin.,0157
000001570005,Flynn was forced to resign due to his failure to disclose content of conversations with Sergei Kislyak.,0157
000001580001,The White House official stated there is no evidence of any Russia-Trump campaign collusion.,0158
000001580002,Former CIA director John Brennan was aware of contacts between Russian officials and people involved in the Trump campaign.,0158
000001590001,The package would raise income tax from 3.75 percent to 4.95 percent and corporate tax from 5.25 percent to 7 percent.,0159
000001590002,"The income tax hike would generate an estimated $4.4 billion annually, and the corporate income tax increase would generate around $514 million annually.",0159
000001600001,"Trump's proposed budget cuts $800 billion from the Medicaid healthcare plan, impacting states like West Virginia, Arkansas, and Kentucky.",0160
000001600002,"There are differing opinions on the proposed budget cuts, with some Republicans supporting them due to concerns about food stamp eligibility, while others criticize their impact on low-income individuals and public investments.",0160
000001610001,Senator Lindsey Graham opposes President Trump's proposed cuts in the diplomatic and foreign aid budget.,0161
000001610002,President Trump's budget proposal would reduce U.S. funding for global health programs by approximately 25 percent.,0161
000001610003,The Trump budget proposal includes a steep cut to funding for international organizations but does not specify which groups might lose their funding.,0161
000001620001,Flynn's attorney stated that Flynn declined to comply with the subpoena for documents.,0162
000001620002,The Senate Intelligence Committee issued a subpoena for Flynn to provide documents related to their investigation of possible Russian interference in the 2016 U.S. election and whether there was collusion between Trump's campaign and Russia.,0162
000001630001,Donald Trump is seeking a $52 billion hike for the Pentagon.,0163
000001630002,"The Pentagon’s specific defense request is for $574.5 billion, an increase of 4.6 percent compared with the budget for fiscal year 2017.",0163
000001630003,The proposal includes an additional $65 billion in Overseas Contingency Operations (OCO) money.,0163
000001640001,The Trump administration wants to allow states to expand the use of tolling on interstate highways.,0164
000001640002,The Trump administration proposes sharply cutting grants for transit projects.,0164
000001650001,President Trump's 2018 budget proposal seeks to drastically reduce US foreign aid spending.,0165
000001650002,The proposed 2018 Mexican aid of $87.66 million represents a decrease of more than 45 percent from the 2016 outlay.,0165
000001660001,President Donald Trump proposed slashing agriculture spending.,0166
000001660002,The White House proposed $46.54 billion in cuts to federal government funding for the agriculture sector over the next 10 years.,0166
000001660003,"The budget proposal could lead to the elimination of 5,263 jobs at the USDA if implemented.",0166
000001670001,President Donald Trump made a historic visit to Jerusalem's Western Wall on Monday.,0167
000001670002,"Rabbi Shmuel Rabinowitz, Rabbi of the Western Wall, recited two psalms with President Trump.",0167
000001680001,"The Texas House of Representatives approved a bill requiring public school students to use bathrooms, changing facilities and locker rooms that match their biological sex.",0168
000001680002,Critics said the House and Senate versions of the bill undermined civil rights and used children as political pawns.,0168
000001690001,Representative Tom MacArthur resigned as co-chairman of the Tuesday Group.,0169
000001690002,Tom MacArthur resigned as co-chairman of the Tuesday Group due to divisions over efforts to overhaul the nation’s healthcare system.,0169
000001690003,"More than half of the Republican ""no"" votes for the House's Obamacare replacement legislation came from Tuesday Group members.",0169
000001700001,The Commodity Futures Trading Commission is seeking a $31.5 million boost on its current $250 million budget.,0170
000001700002,The White House proposed to keep the budgets of both the CFTC and the Securities and Exchange Commission flat.,0170
000001710001,The U.S. Northeast Gasoline Supply Reserve (NGSR) was established in 2014 to minimize the impact of sudden supply interruptions.,0171
000001710002,"The Northeast Gasoline Supply Reserve (NGSR) consists of 1 million barrels of gasoline blendstock and is stored in commercial storage terminals in Maine, Massachusetts, and New Jersey.",0171
000001710003,The NGSR has not been utilized.,0171
000001720001,The White House projects savings of $35 billion over a decade by rolling back regulations governing Wall Street.,0172
000001720002,The Congressional Budget Office (CBO) estimated that $24 billion would be saved over a decade if a broad Dodd-Frank rollback bill currently in the House of Representatives were passed.,0172
000001720003,"The Commodity Futures Trading Commission (CFTC) and U.S. Securities and Exchange Commission would see their budgets hold steady at $250 million and $1.6 billion, respectively, under the new budget.",0172
000001720004,The Office of Financial Research is facing a 28 percent budget cut under the new plan.,0172
000001730001,Brian Cornell is the CEO of Target Corp.,0173
000001730002,Juan Luciano is the president and CEO of ADM.,0173
000001730003,"House Speaker Paul Ryan argues that a proposed border tax, estimated at $1 trillion, will not affect prices and allow rate cuts for businesses.",0173
000001740001,President Donald Trump is requesting $1.6 billion from Congress to begin building a wall along the border with Mexico.,0174
000001740002,An internal Department of Homeland Security (DHS) plan in February estimated the total cost for the wall at $21.6 billion.,0174
000001740003,"The White House is requesting $1.6 billion for wall construction, significantly less than the estimated $21.6 billion cost outlined in a February DHS plan.",0174
000001750001,The Trump administration believes its budget plan will boost economic growth.,0175
000001760001,"The budget proposal unveiled by the White House on Tuesday cut all funding to a Department of Homeland Security program known as ""countering violent extremism"".",0176
000001760002,"The ""countering violent extremism"" program provides grants to communities to counter radicalism through outreach.",0176
000001770001,Robert Mueller has been cleared by the U.S. Department of Justice ethics experts to oversee the investigation.,0177
000001770002,An ethics rule limiting government attorneys from investigating people their former law firm represented raised questions over how Mueller would be allowed to operate.,0177
000001780001,The U.S. intelligence community has not initiated an assessment.,0178
000001780002,President Donald Trump disclosed highly classified information.,0178
000001790001,Dan Coats declined to say whether President Donald Trump asked him about denying collusion between his campaign team and Russia.,0179
000001790002,Dan Coats stated that he doesn't feel it's appropriate to characterize discussions and conversations with the president.,0179
000001800001,Dan Coats had no relevant documents to provide regarding memos of any conversations he may have had with President Donald Trump about the Russia investigation.,0180
000001800002,Dan Coats repeatedly declined to say whether President Donald Trump asked him to help deny any collusion between the Trump campaign team and Russia.,0180
000001810001,"U.S. House Speaker Paul Ryan said, ""At least we now have common objectives: grow the economy, balance the budget. So at least we are now on that common ground, and we will have a great debate about the details about how to achieve those goals.""",0181
000001810002,The common objectives identified by Republican leaders and the administration are to grow the economy and balance the budget.,0181
000001820001,President Donald Trump's budget proposal aims to cut $3.6 trillion in government spending over 10 years.,0182
000001820002,Trump's budget proposal seeks to cut more than $800 billion from the Medicaid program and more than $192 billion from food stamps.,0182
000001830001,The U.S. Labor Department will implement its fiduciary rule on June 9.,0183
000001830002,President Trump delayed the original enactment date of the fiduciary rule from April 10 for 60 days.,0183
000001840001,The U.S. Senate voted overwhelmingly on Monday to confirm Iowa Governor Terry Branstad as President Donald Trump's ambassador to Beijing.,0184
000001840002,One of Branstad’s first challenges will be pushing China to take a harder line against North Korea.,0184
000001840003,"Chinese President Xi Jinping has called Branstad, 70, an “old friend” after decades of dealings on agricultural trade during his long career in politics in Iowa.",0184
000001850001,The U.S. Strategic Petroleum Reserve holds about 688 million barrels of crude oil.,0185
000001850002,Congress created the U.S. Strategic Petroleum Reserve in 1975 after the Arab oil embargo.,0185
000001850003,"The Trump budget proposes to start selling SPR oil in fiscal year 2018, generating $500 million.",0185
000001850004,The Trump administration proposed restarting a nuclear waste fund that would bring in more than $3 billion by 2027.,0185
000001860001,President Donald Trump’s fiscal 2018 budget proposal suggests cuts or major structural changes for two Wall Street financial regulators.,0186
000001860002,The U.S. Consumer Financial Protection Bureau (CFPB) would undergo a “restructure” under President Donald Trump’s fiscal 2018 budget proposal.,0186
000001860003,The elimination of the SEC's reserve fund would reduce the deficit by $50 million annually.,0186
000001860004,"The CFPB’s $605.9 million budget is funded by the Federal Reserve, which is not subject to congressional appropriations.",0186
000001870001,The Trump administration’s budget proposal would convert some foreign military grants to loans.,0187
000001870002,The White House budget documents showed total defense spending for the 2018 fiscal year as $603 billion.,0187
000001880001,The Trump administration assumes that economic growth will reach 3 percent annually by the end of Trump's first term and stay there at least through 2027.,0188
000001880002,"Actual first-quarter economic growth was a weak 0.7 percent on an annualized basis, though current Fed forecasts expect about 2.1 percent growth for the year.",0188
000001890001,The White House budget proposed $46.54 billion in cuts to federal government funding for the agriculture sector over the next 10 years.,0189
000001890002,"The biggest cut, $38 billion, would come in the form of reductions to farm supports.",0189
000001890003,The overall proposed budget cuts would eliminate the Rural Economic Development program.,0189
000001900001,Chicago is starting an advertising campaign to reassure immigrants that they are welcome in the third-largest U.S. city.,0190
000001900002,Mayor Rahm Emanuel said on Monday he was not worried about the “One Chicago” campaign upsetting the Trump administration.,0190
000001910001,Two federal judges suspended executive orders restricting travel from several Muslim-majority countries.,0191
000001910002,"On Monday, the U.S. Justice Department asked a federal judge to reconsider a ruling which blocked President Donald Trump's attempt to cut off federal funding for so-called sanctuary cities.",0191
000001920001,Former U.S. Vice-President Al Gore said that U.S. President Donald Trump cannot stop momentum to tackle climate change.,0192
000001920002,"""An Inconvenient Sequel: Truth to Power"" is the follow-up to ""An Inconvenient Truth"", which was credited with bringing climate change into mainstream political discourse in the United States a decade ago.",0192
000001930001,Michael Flynn declined to comply with a subpoena from the Senate Intelligence Committee.,0193
000001930002,"Flynn's attorney stated that Flynn has a ""reasonable apprehension"" that his testimony could be used against him.",0193
000001940001,El Paso County filed a lawsuit in federal court.,0194
000001940002,"El Paso County filed the lawsuit to halt a new law designed to punish ""sanctuary cities"", claiming it was vague, cruel and unconstitutional.",0194
000001940003,The law in Texas takes effect on Sept. 1.,0194
000001950001,The Trump administration requested a postponement of a court case regarding the fate of Obamacare cost-sharing subsidies.,0195
000001950002,The payments for the Obamacare cost-sharing subsidies amount to about $7 billion this year.,0195
000001960001,President Donald Trump is seeking outside counsel to help him during investigations into his campaign and Russian meddling in the 2016 U.S. election.,0196
000001960002,"The four prominent attorneys who are considered finalists for representing Trump are Marc Kasowitz, Robert Giuffra Jr., Reid Weingarten, and Theodore Olson.",0196
000001970001,"In March, President Donald Trump urged Dan Coats and Michael Rogers to publicly deny any evidence of collusion between the Trump campaign and Russia.",0197
000001970002,Dan Coats and Michael Rogers refused to comply with President Trump's requests because they believed them to be inappropriate.,0197
000001980001,Former FBI Director James Comey delayed his appearance before the U.S. House Oversight Committee.,0198
000001980002,"Before testifying in public, James Comey wanted to speak with former FBI Director Robert Mueller.",0198
000001990001,The U.S. Senate Intelligence Committee will vigorously pursue General Flynn's testimony and his production of any and all pertinent materials pursuant to the Committee’s authorities.,0199
000001990002,The Republican and Democratic leaders of the U.S. Senate Intelligence Committee said on Monday they were disappointed Michael Flynn declined their request for an interview and production of subpoenaed documents.,0199
000002000001,US President Donald Trump visited Jerusalem on Monday.,0200
000002000002,"""Shared concern about Iran is driving Israel and many Arab states closer together,"" said US President Donald Trump.",0200
000002010001,Karl Oliver apologized for his choice of words on Monday.,0201
000002010002,Karl Oliver called for the lynching of those responsible for removing Confederate statues in a Facebook post.,0201
000002020001,A brawl erupted between protesters and Turkish security personnel outside the Turkish ambassador’s residence during Erdogan's visit to Washington.,0202
000002020002,Turkey blamed the violence on demonstrators linked to the militant Kurdistan Workers Party.,0202
000002020003,Washington’s police chief described the incident as a “brutal attack” on peaceful protesters.,0202
000002030001,The U.S. Supreme Court ruled that North Carolina Republicans unlawfully considered race when drawing congressional district boundaries.,0203
000002030002,North Carolina Republicans claimed that the 12th congressional district was drawn solely based on partisan aims to benefit Republicans.,0203
000002050001,Sara Netanyahu spoke to Donald Trump and Melania Trump on Monday.,0205
000002050002,"Sara Netanyahu stated that ""the majority of the people of Israel"" love Donald Trump and Melania Trump.",0205
000002060001,"Senator Patty Murray, the top Democrat on the U.S. Senate committee overseeing pensions, asked the U.S. Office of Government Ethics to assess whether President Donald Trump is violating the Constitution.",0206
000002060002,Public pension funds in at least seven U.S. states periodically send millions of dollars to an investment fund that owns the Trump SoHo Hotel and Condominium in New York City.,0206
000002070001,"In 2016, the United States had a trade deficit of nearly $10 billion with Israel.",0207
000002070002,"The United States is Israel’s single-largest trading partner by country, but third-largest regional market behind Europe and Asia.",0207
000002080001,The Republican Party of Louisiana challenged a federal campaign finance restriction that prevents political parties from raising unlimited amounts of cash to spend on supporting candidates.,0208
000002080002,The Supreme Court upheld a lower court's ruling rejecting the Republican Party of Louisiana's challenge to a campaign finance restriction.,0208
000002090001,U.S. President Donald Trump said that Iran must stop its financial and military support for terrorists and militias.,0209
000002090002,U.S. President Donald Trump stated that Iran must never be allowed to possess a nuclear weapon.,0209
000002100001,Myron Ebell stated that he believed the Trump administration was moving too slowly to dismantle climate change regulations.,0210
000002100002,"Myron Ebell cited the slow pace of EPA appointments, including deputy administrator and various assistant administrators, as a reason for his dissatisfaction with the Trump administration's approach to climate regulations.",0210
000002110001,"U.S. President Donald Trump believes there is a rare opportunity to bring security, stability, and peace to the region and its people.",0211
000002110002,U.S. President Donald Trump believes that working together is necessary for achieving security and peace in the region.,0211
000002120001,"Israeli Prime Minister Benjamin Netanyahu hoped that U.S. President Donald Trump's visit to Israel would be a ""historic milestone"" in achieving regional peace.",0212
000002120002,"Israel extended its hand in peace to all its neighbors, including the Palestinians.",0212
000002130001,U.S. Secretary of State Rex Tillerson said on Monday that President Donald Trump was prepared to invest his personal efforts into Middle East peace if Israeli and Palestinian leaders were ready to be serious about engaging in the process.,0213
000002130002,"Rex Tillerson said that a three-way meeting between U.S., Israeli, and Palestinian leaders was for a later date rather than on his current trip.",0213
000002140001,U.S. President Donald Trump arrived in Israel on a flight from Saudi Arabia.,0214
000002140002,U.S. President Donald Trump will meet separately with Israeli Prime Minister Benjamin Netanyahu and Palestinian President Mahmoud Abbas to revive peace talks.,0214
000002140003,Air Force One landed at Tel Aviv's Ben-Gurion airport.,0214
000002140004,His nine-day trip through the Middle East and Europe ends on Saturday.,0214
000002150001,"In a deal announced on Saturday, Saudi Arabia agreed to purchase $110 billion worth of U.S. arms.",0215
000002150002,Israel considers Iran a security threat but possesses a military advantage over Arab states.,0215
000002160001,Melania Trump praised the empowerment of women at a General Electric all-female service center in Riyadh.,0216
000002160002,Melania Trump shared a photo with seven women dressed in abayas.,0216
000002170001,Mohammad Javad Zarif criticized Donald Trump for sealing an arms deal with Saudi Arabia.,0217
000002170002,"In his first keynote speech abroad, Donald Trump urged Arab and Islamic leaders to unite and defeat Islamist extremists.",0217
000002170003,Hassan Rouhani won a second term as Iran's president.,0217
000002170004,Mohammad Javad Zarif referred to Saudi Arabia being milked of $480 billion.,0217
000002180001,Reince Priebus is returning to Washington after completing the Saudi Arabia portion of President Donald Trump's trip.,0218
000002180002,Reince Priebus planned to return early because the White House is unveiling its full budget this week.,0218
000002190001,Trump did not make overt mentions of human rights abuses in Saudi Arabia or other Gulf nations.,0219
000002190002,"Trump's approach to Iran differed from Obama's, with Trump focusing on Iran's support for terrorism and its threats towards Israel and America.",0219
000002190003,"Iranian Foreign Minister Mohammad Javad Zarif criticized Trump for attacking Iran ""in that bastion of democracy & moderation"" of Saudi Arabia and suggested Trump had ""milked"" his hosts for business deals.",0219
000002200001,The U.S. Department of Defense is assessing its ability to recruit transgender people as soon as 1 July.,0220
000002200002,The Pentagon ended its ban on openly transgender people serving in the U.S. military last year.,0220
000002210001,Donald Trump's budget proposal will include cuts to Medicaid and propose changes to other assistance programs for low-income citizens.,0221
000002210002,A Republican healthcare bill passed the U.S. House of Representatives in early May.,0221
000002210003,"Over 44 million Americans received benefits from the SNAP program in February, according to the U.S. Department of Agriculture.",0221
000002220001,Donald Trump discussed the firing of James Comey with Russian Foreign Minister Sergei Lavrov during a meeting on May 10.,0222
000002220002,"Republican Senator John McCain expressed being ""speechless"" in response to reports of Donald Trump's comments about James Comey during the May 10 meeting.",0222
000002230001,Sebastien Ogier won the Rally of Portugal for a record-equaling fifth time.,0223
000002230002,Sebastien Ogier leads Thierry Neuville by a margin of 22 points.,0223
000002240001,<OUTPUT> U.S. President Donald Trump discussed his firing of FBI Director James Comey with Russia's foreign minister Sergei Lavrov to explain why he felt unable to cooperate with Russia.</OUTPUT>,0224
000002240002,"<OUTPUT> During a May 10 meeting, U.S. President Donald Trump said that he fired the head of the FBI, James Comey, because ""He was crazy, a real nut job."" </OUTPUT>",0224
000002250001,James Comey agreed to testify before the U.S. Senate Intelligence Committee.,0225
000002250002,The public hearing will be scheduled after the May 29 Memorial Day holiday.,0225
000002260001,President Donald Trump fired FBI Director James Comey.,0226
000002260002,A special counsel was appointed to investigate the Russia ties.,0226
000002270001,"Many top State Department posts remain vacant, limiting the expertise available for briefing Trump on crucial foreign policy matters.",0227
000002270002,Decision-making power within the Trump administration appears to be concentrated among a select few loyalists.,0227
000002270003,The White House has been slower than previous administrations in sending nominees to the Senate for confirmation.,0227
000002280001,Trump may have attempted to obstruct the investigation into his former national security advisor.,0228
000002280002,The appointment of a special counsel indicates a serious need for an independent investigation into Russian interference and possible collusion by the Trump campaign.,0228
000002280003,"The White House has provided inconsistent reasons for Comey's dismissal, raising questions about transparency.",0228
000002290001,Democratic Senator Ron Wyden believes that Republican leadership is moving away from full-scale tax reform and toward simply cutting rates.,0229
000002290002,"Mitch McConnell, the Senate majority leader, has recently been discussing tax cuts rather than tax reform.",0229
000002290003,Ron Wyden argues there is robust bipartisan agreement that a major tax overhaul is needed.,0229
000002300001,"Public approval of President Donald Trump dropped to its lowest level since his inauguration, according to a Reuters/Ipsos poll released on Friday.",0230
000002300002,The May 14-18 opinion poll found that 38 percent of adults approved of Trump while 56 percent disapproved.,0230
000002310001,President Donald Trump plans to nominate Callista Gingrich as ambassador to the Vatican.,0231
000002310002,Callista Gingrich is the wife of former Republican House Speaker Newt Gingrich.,0231
000002310003,Callista Gingrich produces documentary films on public policy and history.,0231
000002320001,Senator Ron Wyden believes the Congress has a broader oversight responsibility than just whether crimes have been committed.,0232
000002320002,The Senate Intelligence Committee is conducting one of the main congressional probes of the issue.,0232
000002330001,U.S. President Donald Trump has nominated Marine General Joseph Dunford to continue serving as his top military adviser.,0233
000002330002,Joseph Dunford was first named chairman of the Joint Chiefs of Staff in 2015.,0233
000002340001,Anthony Weiner pleaded guilty to sending sexually explicit messages to a teenage girl.,0234
000002340002,"Hours after Weiner's court hearing, Huma Abedin filed for divorce in a Manhattan court.",0234
000002340003,"Weiner could face a maximum sentence of unspecified length, but is likely to receive a sentence within a range determined by his plea agreement.",0234
000002350001,The Trump administration is exploring whether it can use an obscure ethics rule to undermine the special counsel investigation into ties between President Donald Trump’s campaign team and Russia.,0235
000002350002,"President Donald Trump said that Deputy Attorney General Rod Rosenstein’s hiring of former FBI Director Robert Mueller as special counsel to lead the investigation “hurts our country terribly.""",0235
000002360001,James Donovan withdrew his nomination for deputy Treasury secretary.,0236
000002360002,James Donovan withdrew from the position for personal reasons.,0236
000002370001,A current White House official is a significant person of interest in the law enforcement investigation.,0237
000002370002,The White House official is a senior White House adviser who is close to Donald Trump.,0237
000002380001,"President Donald Trump faced ""great pressure because of Russia.""",0238
000002380002,"According to President Donald Trump, firing FBI Director James Comey relieved ""great pressure"" he was facing.",0238
000002390001,"The EPA's grants to state and local governments on pollution issues would be cut by 45 percent, resulting in a total of $597 million.",0239
000002390002,"More than a dozen programs aimed at tackling environmental problems in the Chesapeake Bay, the Great Lakes, and South Florida would be cut entirely.",0239
000002400001,"The U.S. House of Representatives will send its healthcare overhaul plan to the Senate after it receives a final analysis by congressional reviewers, probably in a couple of weeks.",0240
000002400002,The Congressional Budget Office (CBO) is expected to release its analysis of the legislation's costs and impact on health insurance coverage late Wednesday.,0240
000002410001,U.S. President Donald Trump decided to fire FBI chief James Comey before Deputy Attorney General Rod Rosenstein wrote a memo outlining his own concerns.,0241
000002410002,"When it was announced this month that Comey had been fired, White House officials initially pointed to the Rosenstein memo as a reason for firing the FBI director.",0241
000002420001,Gulf states argue they respect human rights within the framework of Islamic Sharia law and conservative societal norms.,0242
000002420002,"Despite their claims, Gulf states have implemented measures that restrict freedom of expression, such as banning political parties, controlling the press, and arresting activists.",0242
000002420003,International organizations have expressed concerns about Gulf states using counter-terrorism legislation to target human rights defenders and writers.,0242
000002430001,The White House said there will be no planned announcement on Friday of U.S. President Donald Trump’s nominee for FBI director.,0243
000002430002,Donald Trump fired former FBI director James Comey on May 9.,0243
000002440001,The Congressional Budget Office expects to release its analysis on May 24th.,0244
000002440002,The Republican-led House passed its healthcare bill earlier this month without a final CBO score.,0244
000002450001,"Three U.S. Democratic Senators raised concerns about President Trump's administration permanently shelving the ""fiduciary rule"".",0245
000002450002,"The ""fiduciary rule"", approved last year under former President Barack Obama, was intended to prevent brokers from recommending inappropriate retirement investments.",0245
000002460001,President Donald Trump will propose $200 billion in infrastructure spending over 10 years.,0246
000002460002,The budget will include details about Trump’s proposals to cut foreign aid and boost military spending.,0246
000002470001,President Trump's upcoming trip will last nine days.,0247
000002470002,"During his campaign, Donald Trump promised to be Israel's ""best friend"" if elected.",0247
000002480001,Trump plans to dedicate a memorial at the new NATO headquarters.,0248
000002480002,"The North Atlantic Treaty Organization invoked the collective defense article, Article 5, only once – after the September 11, 2001, attacks on the United States.",0248
000002490001,Trump expressed a negative sentiment towards Mueller's appointment.,0249
000002490002,Rosenstein appeared anxious and nervous during his briefing to senators.,0249
000002490003,There was tension in the relationship between Trump and Comey.,0249
000002490004,There are suspicions that Trump may have committed obstruction of justice.,0249
000002500001,The overwhelming majority of conservatives and Republicans believe that the current controversies surrounding Donald Trump are driven by media bias and political agendas.,0250
000002500002,77 percent of Republicans approve of Donald Trump's performance.,0250
000002510001,More than a dozen Democratic attorneys general are seeking to intervene in a court case concerning Obamacare subsidy payments.,0251
000002510002,The Republican-led House of Representatives filed the case against the federal government.,0251
000002510003,The attorney general from Kentucky is joining the court filing even as the state's Republican governor has pledged to rollback a Medicaid expansion made possible by Obamacare.,0251
000002520001,Steven Mnuchin has expressed doubts that alternate scoring models will adequately account for the potential for economic growth when assessing the impact of the Trump administration’s tax plan.,0252
000002520002,The Trump administration's tax plan proposes cutting business taxes to 15 percent and simplifying income tax brackets for individuals.,0252
000002520003,"""Any plan we put forward, we believe should be paid for with economic growth,"" said Steven Mnuchin.",0252
000002530001,Senator Sherrod Brown requested Treasury Secretary Steven Mnuchin to produce a list of the Trump family’s business relationships with foreign companies.,0253
000002530002,The Treasury department works with other agencies to address and mitigate potential conflicts of interest if and when they arise.,0253
000002540001,The comptroller position is currently being filled in an acting capacity by Keith Noreika.,0254
000002540002,We actually have someone the president has approved that is going through the FBI vetting process.,0254
000002550001,Senator Sherrod Brown asked Treasury Secretary Steven Mnuchin if he was aware of any White House guidance urging administration officials not to respond to or delay responses to Democratic senators.,0255
000002550002,"On March 2, Senator Sherrod Brown sent a letter to Steven Mnuchin inquiring about potential conflicts of interest and ownership within the administration.",0255
000002560001,"In accordance with the 90-day consultation period, talks over NAFTA are scheduled to begin by August 16th.",0256
